s_code,s_name,d_name,c_name,enroll12,num_tst_takr,pct_tst_takr
112029.0,School of Business and Tourism at Contreras Learning Complex,Los Angeles Unified,Los Angeles,104.0,10.0,0.096
3630928.0,Grove,Redlands Unified,San Bernardino,31.0,3.0,0.097
6058002.0,Robert Fulton College Preparatory,Los Angeles Unified,Los Angeles,144.0,14.0,0.097
130880.0,Compass Charter Schools of Fresno,Orange Center,Fresno,10.0,1.0,0.1
120584.0,Pivot Online Charter - North Bay,Oak Grove Union Elementary,Sonoma,10.0,1.0,0.1
5731708.0,Delta High,River Delta Joint Unified,Sacramento,50.0,5.0,0.1
129981.0,Geyserville New Tech Academy,Geyserville Unified,Sonoma,10.0,1.0,0.1
2333649.0,Point Arena High,Point Arena Joint Union High,Mendocino,30.0,3.0,0.1
101907.0,The MET,Sacramento City Unified,Sacramento,60.0,6.0,0.1
730218.0,Venture (Alternative),San Ramon Valley Unified,Contra Costa,50.0,5.0,0.1
135103.0,Inspire Charter School - Central,Westside Elementary,Fresno,30.0,3.0,0.1
123133.0,Alliance Susan and Eric Smidt Technology High,Los Angeles Unified,Los Angeles,137.0,14.0,0.102
1930429.0,View Park Continuation,Los Angeles Unified,Los Angeles,39.0,4.0,0.103
107300.0,City Arts and Tech High,San Francisco Unified,San Francisco,67.0,7.0,0.104
107482.0,San Diego Metro Career and Tech,San Diego Unified,San Diego,38.0,4.0,0.105
4735403.0,Mt. Shasta High,Siskiyou Union High,Siskiyou,76.0,8.0,0.105
107524.0,Acalanes Center for Independent Study,Acalanes Union High,Contra Costa,19.0,2.0,0.105
132324.0,Eunice Sato Academy of Math & Science,Long Beach Unified,Los Angeles,103.0,11.0,0.107
119958.0,Academy (The)- SF @McAteer,San Francisco Unified,San Francisco,84.0,9.0,0.107
1996693.0,School of Arts and Enterprise,SBE - The School of Arts and Enterprise,Los Angeles,75.0,8.0,0.107
5630298.0,El Camino High,Ventura Unified,Ventura,83.0,9.0,0.108
2134310.0,Tomales High,Shoreline Unified,Marin,37.0,4.0,0.108
4037008.0,Shandon High,Shandon Joint Unified,San Luis Obispo,18.0,2.0,0.111
126623.0,Academy of Medical Arts at Carson High,Los Angeles Unified,Los Angeles,126.0,14.0,0.111
120634.0,Architecture Construction & Engineering Charter High (ACE),Oxnard Union High,Ventura,45.0,5.0,0.111
6115778.0,Chula Vista Learning Community Charter,Chula Vista Elementary,San Diego,99.0,11.0,0.111
5132758.0,East Nicolaus High,East Nicolaus Joint Union High,Sutter,79.0,9.0,0.114
133934.0,Inspire Charter School - North,Winship-Robbins,Sutter,78.0,9.0,0.115
6037980.0,Mueller Charter (Robert L.),Chula Vista Elementary,San Diego,86.0,10.0,0.116
1735000.0,Lower Lake High,Konocti Unified,Lake,121.0,14.0,0.116
132506.0,Inspire Charter School - South,Dehesa Elementary,San Diego,116.0,14.0,0.121
5630256.0,Oak Park Independent,Oak Park Unified,Ventura,41.0,5.0,0.122
119578.0,Da Vinci Charter Academy,Davis Joint Unified,Yolo,88.0,11.0,0.125
124255.0,Trivium Charter,Blochman Union Elementary,Santa Barbara,24.0,3.0,0.125
108688.0,Academy of the Redwoods,Fortuna Union High,Humboldt,47.0,6.0,0.128
737023.0,John Swett High,John Swett Unified,Contra Costa,101.0,13.0,0.129
120402.0,Alta Vista Alternative High,Santa Barbara Unified,Santa Barbara,61.0,8.0,0.131
112367.0,William & Marian Ghidotti High,Nevada Joint Union High,Nevada,45.0,6.0,0.133
3631207.0,Academy for Academic Excellence,Apple Valley Unified,San Bernardino,97.0,13.0,0.134
3232006.0,Chester Junior/Senior High,Plumas Unified,Plumas,22.0,3.0,0.136
115402.0,Edward C. Merlo Institute of Environmental Studies,Stockton Unified,San Joaquin,36.0,5.0,0.139
5434931.0,Strathmore High,Porterville Unified,Tulare,78.0,11.0,0.141
5536750.0,Summerville High,Summerville Union High,Tuolumne,84.0,12.0,0.143
123356.0,Matt Garcia Career and College Academy,Fairfield-Suisun Unified,Solano,7.0,1.0,0.143
119628.0,Big Picture Educational Academy,Fresno County Office of Education,Fresno,21.0,3.0,0.143
1337609.0,San Pasqual Valley High,San Pasqual Valley Unified,Imperial,42.0,6.0,0.143
114272.0,SAVA - Sacramento Academic and Vocational Academy,Twin Rivers Unified,Sacramento,7.0,1.0,0.143
112797.0,Coliseum College Prep Academy,Oakland Unified,Alameda,63.0,9.0,0.143
117234.0,Santa Clarita Valley International,William S. Hart Union High,Los Angeles,75.0,11.0,0.147
126219.0,Forest Charter,Nevada County Office of Education,Nevada,88.0,13.0,0.148
2030237.0,Glacier High School Charter,Yosemite Unified,Madera,27.0,4.0,0.148
6019475.0,Thirty-Second Street USC Performing Arts,Los Angeles Unified,Los Angeles,73.0,11.0,0.151
129221.0,MethodSchools,Dehesa Elementary,San Diego,13.0,2.0,0.154
102293.0,Foresthill High,Placer Union High,Placer,52.0,8.0,0.154
2130045.0,Nova Education Center,Novato Unified,Marin,13.0,2.0,0.154
1036938.0,Sierra High,Sierra Unified,Fresno,91.0,14.0,0.154
4032009.0,Coast Union High,Coast Unified,San Luis Obispo,39.0,6.0,0.154
118950.0,Sherman Thomas Charter High,Madera Unified,Madera,13.0,2.0,0.154
3734878.0,Mountain Empire High,Mountain Empire Unified,San Diego,84.0,13.0,0.155
2130078.0,Tamiscal High (Alternative),Tamalpais Union High,Marin,45.0,7.0,0.156
4634259.0,Loyalton High,Sierra-Plumas Joint Unified,Sierra,19.0,3.0,0.158
130609.0,Alameda Community Learning Center,Alameda Unified,Alameda,31.0,5.0,0.161
4530333.0,Anderson New Technology High,Anderson Union High,Shasta,37.0,6.0,0.162
136630.0,Valiant Santa Barbara,Cuyama Joint Unified,Santa Barbara,6.0,1.0,0.167
1995497.0,Verdugo Academy,Glendale Unified,Los Angeles,24.0,4.0,0.167
123786.0,Credo High,Cotati-Rohnert Park Unified,Sonoma,65.0,11.0,0.169
1033950.0,Laton High,Laton Joint Unified,Fresno,47.0,8.0,0.17
114496.0,Dr. TJ Owens Gilroy Early College Academy,Gilroy Unified,Santa Clara,64.0,11.0,0.172
5630371.0,The High School at Moorpark College,Moorpark Unified,Ventura,23.0,4.0,0.174
6119556.0,Parkview,Placentia-Yorba Linda Unified,Orange,23.0,4.0,0.174
1237007.0,South Fork Junior - Senior High,Southern Humboldt Joint Unified,Humboldt,50.0,9.0,0.18
4738753.0,Weed High,Siskiyou Union High,Siskiyou,44.0,8.0,0.182
2333185.0,Mendocino High,Mendocino Unified,Mendocino,44.0,8.0,0.182
115253.0,Discovery Charter Preparatory School #2,Los Angeles Unified,Los Angeles,60.0,11.0,0.183
134114.0,Contra Costa School of Performing Arts,Contra Costa County Office of Education,Contra Costa,16.0,3.0,0.188
130997.0,Sylmar Biotech Health Academy,Los Angeles Unified,Los Angeles,57.0,11.0,0.193
126243.0,Chaffey District Online High,Chaffey Joint Union High,San Bernardino,31.0,6.0,0.194
129627.0,TEACH Tech Charter High,Los Angeles Unified,Los Angeles,70.0,14.0,0.2
6119291.0,Eleanor Roosevelt Community Learning Center,Tulare County Office of Education,Tulare,5.0,1.0,0.2
6061642.0,Palomares Academy of Health Science,Pomona Unified,Los Angeles,53.0,11.0,0.208
125328.0,Central Coast New Tech High,Lucia Mar Unified,San Luis Obispo,61.0,13.0,0.213
6120356.0,Opportunities for Learning - Capistrano,Capistrano Unified,Orange,14.0,3.0,0.214
115709.0,Riverside Virtual,Riverside Unified,Riverside,14.0,3.0,0.214
130179.0,Street Academy (Alternative),Oakland Unified,Alameda,23.0,5.0,0.217
127944.0,Silver Oak High Public Montessori Charter,Hayward Unified,Alameda,48.0,11.0,0.229
3730751.0,Mt. Everest Academy,San Diego Unified,San Diego,30.0,7.0,0.233
110304.0,Los Angeles Academy of Arts and Enterprise,Los Angeles Unified,Los Angeles,47.0,11.0,0.234
130286.0,Millennium High Alternative,Piedmont City Unified,Alameda,21.0,5.0,0.238
3930328.0,Manteca Community Day (7-12),Manteca Unified,San Joaquin,4.0,1.0,0.25
124347.0,City Heights Preparatory Charter,San Diego Unified,San Diego,4.0,1.0,0.25
124248.0,Pacific Law Academy,Stockton Unified,San Joaquin,52.0,13.0,0.25
119602.0,University Preparatory High,Tulare County Office of Education,Tulare,50.0,13.0,0.26
121418.0,John Adams Academy,Loomis Union Elementary,Placer,46.0,12.0,0.261
120410.0,iHigh Virtual Academy,San Diego Unified,San Diego,19.0,5.0,0.263
106401.0,Alameda Science and Technology Institute,Alameda Unified,Alameda,43.0,12.0,0.279
2831758.0,Calistoga Junior-Senior High,Calistoga Joint Unified,Napa,45.0,13.0,0.289
4531000.0,Burney Junior-Senior High,Fall River Joint Unified,Shasta,31.0,9.0,0.29
115212.0,Magnolia Science Academy 2,Los Angeles County Office of Education,Los Angeles,41.0,13.0,0.317
6112965.0,Hart-Ransom Academic Charter,Hart-Ransom Union Elementary,Stanislaus,18.0,6.0,0.333
3730934.0,Campo High (Continuation),Mountain Empire Unified,San Diego,3.0,1.0,0.333
3130192.0,Cold Stream Alternative,Tahoe-Truckee Unified,Placer,3.0,1.0,0.333
3731536.0,Grossmont Middle College High,Grossmont Union High,San Diego,35.0,12.0,0.343
4533600.0,Fall River Junior-Senior High,Fall River Joint Unified,Shasta,35.0,12.0,0.343
101659.0,CATCH Prep Charter High Inc.,Los Angeles Unified,Los Angeles,37.0,14.0,0.378
117010.0,Minarets High,Chawanakee Unified,Madera,36.0,14.0,0.389
118315.0,East Village High,San Diego Unified,San Diego,15.0,7.0,0.467
111484.0,New Village Girls Academy,Los Angeles Unified,Los Angeles,19.0,10.0,0.526
132928.0,Anahuacalmecac International University Preparatory of North America,SBE - Anahuacalmecac International University Preparatory of North America,Los Angeles,14.0,8.0,0.571
4734356.0,Happy Camp High,Siskiyou Union High,Siskiyou,22.0,13.0,0.591
4430245.0,Diamond Technology Institute,Pajaro Valley Unified,Santa Cruz,11.0,7.0,0.636
