s_code,s_name,d_name,c_name,enroll12,num_tst_takr12,pct_tst_takr
130930.0,Vista Oaks Charter,Byron Union Elementary,Contra Costa,104.0,5.0,0.04807692307692308
1935899.0,Canyon Oaks High,Monrovia Unified,Los Angeles,62.0,3.0,0.04838709677419355
132548.0,IDEA Center,Grossmont Union High,San Diego,61.0,3.0,0.04918032786885246
134320.0,Riverside County Education Academy - Indio,Riverside County Office of Education,Riverside,20.0,1.0,0.05
1932334.0,Jane Addams Continuation,Los Angeles Unified,Los Angeles,40.0,2.0,0.05
121954.0,Road to Success Academy at Campus Kilpatrick,Los Angeles County Office of Education,Los Angeles,20.0,1.0,0.05
109991.0,Crescent View West Public Charter,Fresno County Office of Education,Fresno,140.0,7.0,0.05
1931989.0,Monterey Continuation,Los Angeles Unified,Los Angeles,20.0,1.0,0.05
130435.0,Vista Alternative,Fremont Unified,Alameda,20.0,1.0,0.05
3330636.0,Susan H. Nelson,Temecula Valley Unified,Riverside,137.0,7.0,0.051094890510948905
2930030.0,North Point Academy,Nevada Joint Union High,Nevada,39.0,2.0,0.05128205128205128
134312.0,Inspire Charter School - Kern,Maricopa Unified,Kern,78.0,4.0,0.05128205128205128
1530997.0,Boron Junior-Senior High,Muroc Joint Unified,Kern,39.0,2.0,0.05128205128205128
3130168.0,Horizon Charter,Western Placer Unified,Placer,273.0,14.0,0.05128205128205128
1932250.0,Henry David Thoreau Continuation,Los Angeles Unified,Los Angeles,19.0,1.0,0.05263157894736842
106518.0,Merced Scholars Charter,Merced County Office of Education,Merced,19.0,1.0,0.05263157894736842
101717.0,Crossroads Charter,Armona Union Elementary,Kings,38.0,2.0,0.05263157894736842
127191.0,California Virtual Academy @ San Joaquin,New Jerusalem Elementary,San Joaquin,133.0,7.0,0.05263157894736842
3031945.0,El Camino Real Continuation High,Placentia-Yorba Linda Unified,Orange,93.0,5.0,0.053763440860215055
3030186.0,Monte Vista High,Newport-Mesa Unified,Orange,35.0,2.0,0.05714285714285714
1036086.0,Kings River High (Continuation),Sanger Unified,Fresno,52.0,3.0,0.057692307692307696
128280.0,Ukiah Independent Study Academy,Ukiah Unified,Mendocino,34.0,2.0,0.058823529411764705
121715.0,Paradise eLearning Academy,Paradise Unified,Butte,34.0,2.0,0.058823529411764705
135111.0,Uplift Monterey,Bradley Union Elementary,Monterey,17.0,1.0,0.058823529411764705
433946.0,Esperanza High (Continuation),Gridley Unified,Butte,17.0,1.0,0.058823529411764705
3030590.0,Tustin Connect,Tustin Unified,Orange,17.0,1.0,0.058823529411764705
3631587.0,Boys Republic High,Chino Valley Unified,San Bernardino,50.0,3.0,0.06
119214.0,CORE Placer Charter,Placer County Office of Education,Placer,49.0,3.0,0.061224489795918366
114389.0,Mirus Secondary,Hesperia Unified,San Bernardino,81.0,5.0,0.06172839506172839
131979.0,Ingenuity Charter,San Diego Unified,San Diego,81.0,5.0,0.06172839506172839
3630399.0,Washington High,Colton Joint Unified,San Bernardino,16.0,1.0,0.0625
116343.0,Keith McCarthy Academy,Lake Elsinore Unified,Riverside,48.0,3.0,0.0625
1931518.0,George S. Patton Continuation,Los Angeles Unified,Los Angeles,16.0,1.0,0.0625
124917.0,Guajome Learning Center,Vista Unified,San Diego,16.0,1.0,0.0625
134924.0,Berkeley Technology Academy,Berkeley Unified,Alameda,32.0,2.0,0.0625
132282.0,Ednovate - East College Prep,Los Angeles Unified,Los Angeles,79.0,5.0,0.06329113924050633
3330842.0,Glen View High,Beaumont Unified,Riverside,63.0,4.0,0.06349206349206349
114355.0,Sierra Charter,Fresno Unified,Fresno,78.0,5.0,0.0641025641025641
108837.0,Community Collaborative Charter,Twin Rivers Unified,Sacramento,154.0,10.0,0.06493506493506493
129007.0,California Virtual Academy at Sutter,Meridian Elementary,Sutter,91.0,6.0,0.06593406593406594
132019.0,Paseo Grande Charter,Robla Elementary,Sacramento,15.0,1.0,0.06666666666666667
4430096.0,Ark Independent Studies,Santa Cruz City High,Santa Cruz,30.0,2.0,0.06666666666666667
2134419.0,San Andreas High (Continuation),Tamalpais Union High,Marin,45.0,3.0,0.06666666666666667
3430758.0,San Juan Choices Charter,San Juan Unified,Sacramento,74.0,5.0,0.06756756756756757
5430327.0,La Sierra High,Tulare County Office of Education,Tulare,43.0,3.0,0.06976744186046512
1930619.0,Harold McAlister High (Opportunity),Los Angeles Unified,Los Angeles,43.0,3.0,0.06976744186046512
1931377.0,Amelia Earhart Continuation,Los Angeles Unified,Los Angeles,14.0,1.0,0.07142857142857142
1930940.0,John R. Wooden High,Los Angeles Unified,Los Angeles,14.0,1.0,0.07142857142857142
110668.0,Frida Kahlo High,Los Angeles Unified,Los Angeles,28.0,2.0,0.07142857142857142
138362.0,Olive Grove Charter - Orcutt/Santa Maria,SBE - Olive Grove Charter - Orcutt/Santa Maria,Santa Barbara,42.0,3.0,0.07142857142857142
5337407.0,Hayfork High,Mountain Valley Unified,Trinity,14.0,1.0,0.07142857142857142
126003.0,Academies of the Antelope Valley,Antelope Valley Union High,Los Angeles,14.0,1.0,0.07142857142857142
3030368.0,Coast High,Huntington Beach Union High,Orange,139.0,10.0,0.07194244604316546
730317.0,Horizons School: Independent Study,Mt. Diablo Unified,Contra Costa,54.0,4.0,0.07407407407407407
108415.0,Heritage Peak Charter,Twin Rivers Unified,Sacramento,107.0,8.0,0.07476635514018691
4430187.0,Delta Charter,Santa Cruz City High,Santa Cruz,66.0,5.0,0.07575757575757576
1930429.0,View Park Continuation,Los Angeles Unified,Los Angeles,39.0,3.0,0.07692307692307693
2731115.0,Community High (Continuation),Pacific Grove Unified,Monterey,13.0,1.0,0.07692307692307693
129668.0,County Collaborative Charter,Mountain Empire Unified,San Diego,39.0,3.0,0.07692307692307693
129221.0,MethodSchools,Dehesa Elementary,San Diego,13.0,1.0,0.07692307692307693
118018.0,Clovis Online Charter,Clovis Unified,Fresno,114.0,9.0,0.07894736842105263
137828.0,Pivot Charter School North Valley II,Chico Unified,Butte,25.0,2.0,0.08
730218.0,Venture (Alternative),San Ramon Valley Unified,Contra Costa,50.0,4.0,0.08
138222.0,Pivot Charter School - San Diego II,San Marcos Unified,San Diego,25.0,2.0,0.08
1931682.0,Zane Grey Continuation,Los Angeles Unified,Los Angeles,25.0,2.0,0.08
3230083.0,Plumas Charter,Plumas Unified,Plumas,49.0,4.0,0.08163265306122448
4530267.0,Shasta Charter Academy,Shasta Union High,Shasta,73.0,6.0,0.0821917808219178
1995885.0,Oak Knoll Alternative,Charter Oak Unified,Los Angeles,12.0,1.0,0.08333333333333333
3030624.0,Brea Canyon High (Continuation),Brea-Olinda Unified,Orange,24.0,2.0,0.08333333333333333
136259.0,Mojave Jr./Sr. High,Mojave Unified,Kern,36.0,3.0,0.08333333333333333
4930103.0,Carpe Diem High (Continuation),Petaluma Joint Union High,Sonoma,12.0,1.0,0.08333333333333333
136614.0,Diego Hills Central Public Charter,Dehesa Elementary,San Diego,106.0,9.0,0.08490566037735849
115089.0,Sky Mountain Charter,Lucerne Valley Unified,San Bernardino,70.0,6.0,0.08571428571428572
109793.0,South Sutter Charter,Marcum-Illinois Union Elementary,Sutter,140.0,12.0,0.08571428571428572
112698.0,California Virtual Academy at Kings,Armona Union Elementary,Kings,35.0,3.0,0.08571428571428572
1930312.0,Arrow High (Continuation),Charter Oak Unified,Los Angeles,23.0,2.0,0.08695652173913043
1930551.0,San Antonio Continuation,Los Angeles Unified,Los Angeles,23.0,2.0,0.08695652173913043
3432838.0,Encina Preparatory High,San Juan Unified,Sacramento,149.0,13.0,0.087248322147651
107516.0,Summit Leadership Academy-High Desert,Hesperia Unified,San Bernardino,34.0,3.0,0.08823529411764706
126094.0,be.tech,Manteca Unified,San Joaquin,34.0,3.0,0.08823529411764706
110007.0,Ocean Grove Charter,San Lorenzo Valley Unified,Santa Cruz,89.0,8.0,0.0898876404494382
6114011.0,"Independent Study, Sojourner Truth",Oakland Unified,Alameda,66.0,6.0,0.09090909090909091
138081.0,Maidu Virtual Charter Academy,Placer Union High,Placer,33.0,3.0,0.09090909090909091
127803.0,Early College Academy-LA Trade Tech College,Los Angeles Unified,Los Angeles,33.0,3.0,0.09090909090909091
135939.0,Washington Middle College High,Washington Unified,Yolo,11.0,1.0,0.09090909090909091
3337128.0,Alvord Continuation High,Alvord Unified,Riverside,108.0,10.0,0.09259259259259259
109512.0,Cal Burke High,Los Angeles Unified,Los Angeles,54.0,5.0,0.09259259259259259
127084.0,Compass Charter Schools of San Diego,Mountain Empire Unified,San Diego,32.0,3.0,0.09375
125765.0,Millennium Charter High,Monterey County Office of Education,Monterey,32.0,3.0,0.09375
101964.0,Napa Valley Independent Studies,Napa Valley Unified,Napa,53.0,5.0,0.09433962264150944
119628.0,Big Picture Educational Academy,Fresno County Office of Education,Fresno,21.0,2.0,0.09523809523809523
122580.0,Rio Valley Charter,Lodi Unified,San Joaquin,136.0,13.0,0.09558823529411764
129601.0,California Connections Academy @ North Bay,Middletown Unified,Lake,31.0,3.0,0.0967741935483871
3330909.0,Horizon,Desert Sands Unified,Riverside,41.0,4.0,0.0975609756097561
6119309.0,Delta Charter,New Jerusalem Elementary,San Joaquin,71.0,7.0,0.09859154929577464
135103.0,Inspire Charter School - Central,Westside Elementary,Fresno,30.0,3.0,0.1
1930353.0,Arena High (Continuation),El Segundo Unified,Los Angeles,20.0,2.0,0.1
3631199.0,Silver Valley Academy,Silver Valley Unified,San Bernardino,10.0,1.0,0.1
115550.0,Yosemite Falls Education Center,Yosemite Unified,Madera,10.0,1.0,0.1
6119275.0,All Tribes Charter,Warner Unified,San Diego,10.0,1.0,0.1
130393.0,Vineyard Alternative,Livermore Valley Joint Unified,Alameda,49.0,5.0,0.10204081632653061
137687.0,California Virtual Academy at Maricopa,Maricopa Unified,Kern,29.0,3.0,0.10344827586206896
5630199.0,Oak View High,Oak Park Unified,Ventura,19.0,2.0,0.10526315789473684
1931385.0,Albert Einstein Continuation,Los Angeles Unified,Los Angeles,19.0,2.0,0.10526315789473684
112284.0,California Virtual Academy San Mateo,Jefferson Elementary,San Mateo,94.0,10.0,0.10638297872340426
4430229.0,Pacific Coast Charter,Pajaro Valley Unified,Santa Cruz,56.0,6.0,0.10714285714285714
930123.0,Charter Community School Home Study Academy,El Dorado County Office of Education,El Dorado,111.0,12.0,0.10810810810810811
5337456.0,Trinity High,Trinity Alps Unified,Trinity,91.0,10.0,0.10989010989010989
2130078.0,Tamiscal High (Alternative),Tamalpais Union High,Marin,45.0,5.0,0.1111111111111111
136440.0,Phoenix Charter Academy,Whitmore Union Elementary,Shasta,27.0,3.0,0.1111111111111111
129882.0,21st Century Learning Institute,Beaumont Unified,Riverside,18.0,2.0,0.1111111111111111
2030153.0,Juvenile Hall (Endeavor/Voyager Secondary),Madera County Superintendent of Schools,Madera,9.0,1.0,0.1111111111111111
123190.0,Val Verde Academy,Val Verde Unified,Riverside,62.0,7.0,0.11290322580645161
136507.0,Crescent Valley Public Charter II,Stone Corral Elementary,Tulare,35.0,4.0,0.11428571428571428
127217.0,Alliance Alice M. Baxter College-Ready High,Los Angeles Unified,Los Angeles,61.0,7.0,0.11475409836065574
133934.0,Inspire Charter School - North,Winship-Robbins,Sutter,78.0,9.0,0.11538461538461539
3830197.0,Independence High,San Francisco Unified,San Francisco,68.0,8.0,0.11764705882352941
108951.0,Arthur A. Benjamin Health Professions High,Sacramento City Unified,Sacramento,42.0,5.0,0.11904761904761904
4930319.0,Orchard View,Twin Hills Union Elementary,Sonoma,25.0,3.0,0.12
4737250.0,Tulelake High,Tulelake Basin Joint Unified,Modoc,25.0,3.0,0.12
4330361.0,Apollo High,East Side Union High,Santa Clara,91.0,11.0,0.12087912087912088
136523.0,Crescent View South II,Westside Elementary,Fresno,66.0,8.0,0.12121212121212122
122721.0,Aspire Pacific Academy,Los Angeles Unified,Los Angeles,97.0,12.0,0.12371134020618557
4430179.0,SLVUSD Charter,San Lorenzo Valley Unified,Santa Cruz,16.0,2.0,0.125
3732559.0,Chaparral High,Grossmont Union High,San Diego,16.0,2.0,0.125
112458.0,California Connections Academy@Central,Alpaugh Unified,Tulare,56.0,7.0,0.125
4734901.0,McCloud High,Siskiyou Union High,Siskiyou,8.0,1.0,0.125
130534.0,Circle of Independent Learning,Fremont Unified,Alameda,71.0,9.0,0.1267605633802817
1932532.0,Learning Post High (Alternative),William S. Hart Union High,Los Angeles,71.0,9.0,0.1267605633802817
120600.0,iQ Academy California-Los Angeles,Rowland Unified,Los Angeles,71.0,9.0,0.1267605633802817
120402.0,Alta Vista Alternative High,Santa Barbara Unified,Santa Barbara,61.0,8.0,0.13114754098360656
5030176.0,Oakdale Charter,Oakdale Joint Unified,Stanislaus,15.0,2.0,0.13333333333333333
1530492.0,Valley Oaks Charter,Kern County Office of Education,Kern,89.0,12.0,0.1348314606741573
4530333.0,Anderson New Technology High,Anderson Union High,Shasta,37.0,5.0,0.13513513513513514
136069.0,Community Collaborative Virtual - Sage Oak Charter,Helendale Elementary,San Bernardino,37.0,5.0,0.13513513513513514
133090.0,Desert Learning Academy,Palm Springs Unified,Riverside,37.0,5.0,0.13513513513513514
3630811.0,Shadow Ridge,Hesperia Unified,San Bernardino,22.0,3.0,0.13636363636363635
135756.0,Long Valley Charter - Susanville,Ravendale-Termo Elementary,Lassen,22.0,3.0,0.13636363636363635
111203.0,Alder Grove Charter School 2,South Bay Union Elementary,Humboldt,51.0,7.0,0.13725490196078433
430827.0,Biggs High,Biggs Unified,Butte,57.0,8.0,0.14035087719298245
5434931.0,Strathmore High,Porterville Unified,Tulare,78.0,11.0,0.14102564102564102
6115935.0,CORE Charter,Camptonville Elementary,Yuba,42.0,6.0,0.14285714285714285
123356.0,Matt Garcia Career and College Academy,Fairfield-Suisun Unified,Solano,7.0,1.0,0.14285714285714285
114272.0,SAVA - Sacramento Academic and Vocational Academy,Twin Rivers Unified,Sacramento,7.0,1.0,0.14285714285714285
1930783.0,Phoenix Continuation,Los Angeles Unified,Los Angeles,7.0,1.0,0.14285714285714285
134841.0,Orange County Workforce Innovation High,Orange County Department of Education,Orange,7.0,1.0,0.14285714285714285
530154.0,Mountain Oaks,Calaveras County Office of Education,Calaveras,49.0,7.0,0.14285714285714285
111807.0,Mojave River Academy,Oro Grande,San Bernardino,7.0,1.0,0.14285714285714285
1995299.0,Rancho Learning Center (Alternative),Arcadia Unified,Los Angeles,21.0,3.0,0.14285714285714285
1995794.0,Youth Opportunities Unlimited,Los Angeles Unified,Los Angeles,75.0,11.0,0.14666666666666667
136531.0,iLEAD Online,Acton-Agua Dulce Unified,Los Angeles,13.0,2.0,0.15384615384615385
118950.0,Sherman Thomas Charter High,Madera Unified,Madera,13.0,2.0,0.15384615384615385
132936.0,Chawanakee Academy Charter,Chawanakee Unified,Madera,45.0,7.0,0.15555555555555556
1931435.0,Robert H. Lewis Continuation,Los Angeles Unified,Los Angeles,19.0,3.0,0.15789473684210525
930073.0,Golden Sierra Junior Senior High,Black Oak Mine Unified,El Dorado,76.0,12.0,0.15789473684210525
101899.0,George Washington Carver School of Arts and Science,Sacramento City Unified,Sacramento,50.0,8.0,0.16
3730967.0,Oasis High (Alternative),Fallbrook Union High,San Diego,31.0,5.0,0.16129032258064516
1737006.0,Upper Lake High,Upper Lake Unified,Lake,74.0,12.0,0.16216216216216217
2535409.0,Modoc High,Modoc Joint Unified,Modoc,55.0,9.0,0.16363636363636364
124255.0,Trivium Charter,Blochman Union Elementary,Santa Barbara,24.0,4.0,0.16666666666666666
1930486.0,Moneta Continuation,Los Angeles Unified,Los Angeles,6.0,1.0,0.16666666666666666
136630.0,Valiant Santa Barbara,Cuyama Joint Unified,Santa Barbara,6.0,1.0,0.16666666666666666
6111371.0,Vantage Point Charter,Penn Valley Union Elementary,Nevada,6.0,1.0,0.16666666666666666
1995497.0,Verdugo Academy,Glendale Unified,Los Angeles,24.0,4.0,0.16666666666666666
2330363.0,Willits Charter,Willits Unified,Mendocino,6.0,1.0,0.16666666666666666
1130103.0,William Finch,Glenn County Office of Education,Glenn,12.0,2.0,0.16666666666666666
128736.0,Opportunities for Learning - Duarte,Duarte Unified,Los Angeles,78.0,13.0,0.16666666666666666
127837.0,Redlands eAcademy,Redlands Unified,San Bernardino,6.0,1.0,0.16666666666666666
4533600.0,Fall River Junior-Senior High,Fall River Joint Unified,Shasta,35.0,6.0,0.17142857142857143
631259.0,Colusa High,Colusa Unified,Colusa,81.0,14.0,0.1728395061728395
1234004.0,Hoopa Valley High,Klamath-Trinity Joint Unified,Humboldt,52.0,9.0,0.17307692307692307
5630371.0,The High School at Moorpark College,Moorpark Unified,Ventura,23.0,4.0,0.17391304347826086
132761.0,California Prep Sutter 8-12,Meridian Elementary,Sutter,40.0,7.0,0.175
137364.0,Northern United - Humboldt Charter,Humboldt County Office of Education,Humboldt,33.0,6.0,0.18181818181818182
129916.0,Valley View Charter Prep,New Jerusalem Elementary,San Joaquin,11.0,2.0,0.18181818181818182
107482.0,San Diego Metro Career and Tech,San Diego Unified,San Diego,38.0,7.0,0.18421052631578946
109850.0,Public Safety Academy,San Bernardino City Unified,San Bernardino,43.0,8.0,0.18604651162790697
130864.0,Delta Charter Online,New Jerusalem Elementary,San Joaquin,32.0,6.0,0.1875
2334563.0,Round Valley High,Round Valley Unified,Mendocino,21.0,4.0,0.19047619047619047
1033950.0,Laton High,Laton Joint Unified,Fresno,47.0,9.0,0.19148936170212766
930214.0,EDUHSD Virtual Academy at Shenandoah,El Dorado Union High,El Dorado,31.0,6.0,0.1935483870967742
3630563.0,Lucerne Valley High,Lucerne Valley Unified,San Bernardino,36.0,7.0,0.19444444444444445
3236007.0,Quincy Junior/Senior High,Plumas Unified,Plumas,41.0,8.0,0.1951219512195122
3235603.0,Portola Junior/Senior High,Plumas Unified,Plumas,35.0,7.0,0.2
1136209.0,Princeton Junior-Senior High,Princeton Joint Unified,Glenn,15.0,3.0,0.2
3430394.0,La Vista Center,San Juan Unified,Sacramento,15.0,3.0,0.2
4732707.0,Dunsmuir High,Dunsmuir Joint Union High,Siskiyou,15.0,3.0,0.2
131987.0,iLEAD Hybrid,Acton-Agua Dulce Unified,Los Angeles,60.0,12.0,0.2
117168.0,Golden Eagle Charter,Siskiyou County Office of Education,Siskiyou,50.0,10.0,0.2
125922.0,Freedom Academy of Imperial Valley,Holtville Unified,Imperial,5.0,1.0,0.2
3731163.0,Carlsbad Seaside Academy,Carlsbad Unified,San Diego,15.0,3.0,0.2
120584.0,Pivot Online Charter - North Bay,Oak Grove Union Elementary,Sonoma,10.0,2.0,0.2
100305.0,Cypress Charter High,Live Oak Elementary,Santa Cruz,30.0,6.0,0.2
4030128.0,Eagle Canyon High,Templeton Unified,San Luis Obispo,5.0,1.0,0.2
3030467.0,Alternative Education-San Joaquin High,Irvine Unified,Orange,5.0,1.0,0.2
1530401.0,Frazier Mountain High,El Tejon Unified,Kern,61.0,13.0,0.21311475409836064
6119556.0,Parkview,Placentia-Yorba Linda Unified,Orange,23.0,5.0,0.21739130434782608
5130125.0,Yuba City Charter,Yuba City Unified,Sutter,9.0,2.0,0.2222222222222222
2030237.0,Glacier High School Charter,Yosemite Unified,Madera,27.0,6.0,0.2222222222222222
120634.0,"Architecture, Construction & Engineering Charter High (ACE)",Oxnard Union High,Ventura,45.0,10.0,0.2222222222222222
